U	NT_187633.1_277989_278496_5:0:0_8:0:0_0	0	150	0:116
U	NT_187633.1_277989_278496_5:0:0_8:0:0_0	0	150	0:116
U	NC_001526.4_2158_2665_1:0:0_3:0:0_0	0	150	0:15 333760:5 0:96
C	NC_001526.4_2158_2665_1:0:0_3:0:0_0	333760	150	0:15 333760:5 0:95 333760:1
U	NC_001526.4_5837_6371_3:0:0_5:0:0_1	0	150	0:116
U	NC_001526.4_5837_6371_3:0:0_5:0:0_1	0	150	0:74 333760:4 0:38
U	NC_001526.4_4587_5131_4:0:0_5:0:0_2	0	150	0:49 333760:1 0:66
C	NC_001526.4_4587_5131_4:0:0_5:0:0_2	333760	150	0:50 333760:4 0:39 333760:2 0:21
C	NC_001526.4_3087_3512_6:0:0_3:0:0_3	333760	150	0:2 333760:4 0:16 333760:5 0:82 333760:2 0:5
U	NC_001526.4_3087_3512_6:0:0_3:0:0_3	0	150	0:116
U	NC_001526.4_1312_1757_6:0:0_3:1:0_4	0	150	0:116
U	NC_001526.4_1312_1757_6:0:0_3:1:0_4	0	150	0:53 333760:5 0:58
C	NC_001526.4_261_752_1:0:0_3:0:0_5	333760	150	0:5 333760:5 0:29 333760:3 0:74
U	NC_001526.4_261_752_1:0:0_3:0:0_5	0	150	0:106 333760:5 0:5
C	NC_001526.4_4395_4911_3:0:0_3:0:0_6	333760	150	0:39 333760:2 0:2 333760:5 0:68
C	NC_001526.4_4395_4911_3:0:0_3:0:0_6	333760	150	0:9 333760:1 0:25 333760:5 0:2 333760:1 0:29 333760:5 0:12 333760:1 0:9 333760:5 0:2 333760:4 0:6
C	NC_001526.4_5882_6431_3:0:0_4:0:0_7	333760	150	0:93 333760:6 0:17
U	NC_001526.4_5882_6431_3:0:0_4:0:0_7	0	150	0:116
C	NC_001526.4_3976_4508_2:0:0_2:0:1_8	333760	150	0:3 333760:5 0:29 333760:1 0:2 333760:5 0:71
U	NC_001526.4_3976_4508_2:0:0_2:0:1_8	0	150	0:116
U	NC_001526.4_4624_5189_2:0:0_1:1:0_9	0	150	0:13 333760:4 0:99
C	NC_001526.4_4624_5189_2:0:0_1:1:0_9	333760	150	0:101 333760:3 0:3 333760:1 0:8
C	NC_001526.4_2441_2998_1:0:0_4:0:0_a	333760	150	0:50 333760:5 0:2 333760:5 0:54
U	NC_001526.4_2441_2998_1:0:0_4:0:0_a	0	150	0:116
C	NC_001526.4_337_843_2:0:0_1:0:0_b	333760	150	0:40 333760:2 0:30 333760:5 0:13 333760:1 0:5 333760:5 0:15
C	NC_001526.4_337_843_2:0:0_1:0:0_b	333760	150	0:6 333760:1 0:23 333760:5 0:13 333760:2 0:66
U	NC_001526.4_1262_1751_4:0:0_1:1:0_c	0	150	0:93 333760:3 0:20
U	NC_001526.4_1262_1751_4:0:0_1:1:0_c	0	150	0:83 333760:1 0:32
C	NC_001526.4_683_1255_2:0:0_2:0:0_d	333760	150	0:2 333760:5 0:19 333760:5 0:5 333760:1 0:13 333760:5 0:61
U	NC_001526.4_683_1255_2:0:0_2:0:0_d	0	150	0:95 333760:5 0:16
C	NC_001526.4_2997_3492_4:0:0_4:0:0_e	333760	150	0:41 333760:5 0:43 333760:2 0:25
U	NC_001526.4_2997_3492_4:0:0_4:0:0_e	0	150	0:116
U	NC_001526.4_2774_3339_2:0:0_3:0:0_f	0	150	0:63 333760:2 0:51
U	NC_001526.4_2774_3339_2:0:0_3:0:0_f	0	150	0:17 333760:1 0:98
C	NC_001526.4_3803_4349_5:0:0_2:0:0_10	333760	150	0:1 333760:3 0:74 333760:3 0:35
C	NC_001526.4_3803_4349_5:0:0_2:0:0_10	333760	150	0:30 333760:5 0:52 333760:5 0:24
C	NC_001526.4_7208_7712_3:0:0_1:0:0_11	333760	150	0:13 333760:2 0:16 333760:5 0:40 333760:2 0:38
C	NC_001526.4_7208_7712_3:0:0_1:0:0_11	333760	150	0:9 333760:1 0:78 333760:1 0:7 333760:5 0:15
C	NC_001526.4_5422_5861_1:0:0_2:0:0_12	333760	150	0:21 333760:5 0:27 333760:5 0:40 333760:2 0:16
U	NC_001526.4_5422_5861_1:0:0_2:0:0_12	0	150	0:42 333760:5 0:69
C	NC_001526.4_4437_4972_8:0:0_3:0:0_13	333760	150	0:30 333760:5 0:29 333760:4 0:48
C	NC_001526.4_4437_4972_8:0:0_3:0:0_13	333760	150	0:39 333760:1 0:60 333760:2 0:14
U	NC_001526.4_5391_5936_2:0:0_4:0:0_14	0	150	0:116
U	NC_001526.4_5391_5936_2:0:0_4:0:0_14	0	150	0:84 333760:5 0:27
C	NC_001526.4_5584_6121_5:0:0_4:0:0_15	333760	150	0:78 333760:5 0:24 333760:6 0:3
U	NC_001526.4_5584_6121_5:0:0_4:0:0_15	0	150	0:110 333760:5 0:1
C	NC_001526.4_7264_7659_2:0:0_4:0:0_16	333760	150	0:35 333760:1 0:7 333760:5 0:68
C	NC_001526.4_7264_7659_2:0:0_4:0:0_16	333760	150	0:81 333760:1 0:30 333760:3 0:1
C	NC_001526.4_637_1142_1:0:0_1:0:0_17	333760	150	0:28 333760:3 0:5 333760:2 0:11 333760:3 0:29 333760:2 0:31 333760:2
C	NC_001526.4_637_1142_1:0:0_1:0:0_17	333760	150	0:40 333760:3 0:5 333760:5 0:19 333760:5 0:5 333760:1 0:13 333760:5 0:15
U	NC_001526.4_3818_4363_3:0:0_4:0:0_18	0	150	0:15 333760:3 0:98
C	NC_001526.4_3818_4363_3:0:0_4:0:0_18	333760	150	0:15 333760:3 0:45 333760:1 0:52
C	NC_001526.4_4006_4409_3:0:0_6:0:1_19	333760	150	0:47 333760:2 0:62 333760:1 0:4
U	NC_001526.4_4006_4409_3:0:0_6:0:1_19	0	150	0:116
U	NC_001526.4_2563_3109_4:1:0_3:0:0_1a	0	150	0:49 333760:5 0:62
U	NC_001526.4_2563_3109_4:1:0_3:0:0_1a	0	150	0:105 333760:4 0:7
C	NC_001526.4_5953_6449_1:0:0_2:0:0_1b	333760	150	0:22 333760:6 0:23 333760:6 0:59
U	NC_001526.4_5953_6449_1:0:0_2:0:0_1b	0	150	0:116
C	NC_001526.4_323_849_3:0:0_1:0:0_1c	333760	150	0:44 333760:5 0:13 333760:2 0:52
C	NC_001526.4_323_849_3:0:0_1:0:0_1c	333760	150	0:28 333760:1 0:17 333760:2 0:48 333760:1 0:5 333760:5 0:9
C	NC_001526.4_658_1185_5:0:0_3:0:0_1d	333760	150	0:61 333760:1 0:13 333760:5 0:36
C	NC_001526.4_658_1185_5:0:0_3:0:0_1d	333760	150	0:25 333760:5 0:49 333760:2 0:35
C	NC_001526.4_6652_7160_1:0:0_2:1:0_1e	333760	150	0:56 333760:2 0:19 333760:1 0:38
C	NC_001526.4_6652_7160_1:0:0_2:1:0_1e	333760	150	0:46 333760:5 0:59 333760:2 0:4
C	NC_001526.4_468_942_0:0:0_1:0:0_1f	333760	150	0:56 333760:4 0:32 333760:5 0:1 333760:3 0:15
C	NC_001526.4_468_942_0:0:0_1:0:0_1f	333760	150	333760:3 0:75 333760:2 0:36
U	NC_001526.4_5719_6220_2:0:0_4:0:0_20	0	150	0:62 333760:5 0:49
C	NC_001526.4_5719_6220_2:0:0_4:0:0_20	333760	150	0:18 333760:5 0:26 333760:1 0:16 333760:1 0:49
C	NC_001526.4_2286_2832_2:0:0_3:0:0_21	333760	150	0:11 333760:1 0:32 333760:5 0:4 333760:3 0:60
C	NC_001526.4_2286_2832_2:0:0_3:0:0_21	333760	150	0:2 333760:6 0:108
C	NC_001526.4_5573_6099_6:0:0_3:0:0_22	333760	150	0:56 333760:6 0:54
U	NC_001526.4_5573_6099_6:0:0_3:0:0_22	0	150	0:32 333760:1 0:83
C	NC_001526.4_5534_6014_1:0:0_1:0:0_23	333760	150	0:8 333760:5 0:22 333760:3 0:5 333760:2 0:15 333760:5 0:6 333760:1 0:20 333760:5 0:9 333760:1 0:9
C	NC_001526.4_5534_6014_1:0:0_1:0:0_23	333760	150	333760:6 0:58 333760:6 0:46
C	NC_001526.4_630_1181_4:0:0_1:0:0_24	333760	150	0:47 333760:3 0:5 333760:5 0:19 333760:5 0:32
C	NC_001526.4_630_1181_4:0:0_1:0:0_24	333760	150	0:21 333760:5 0:41 333760:3 0:5 333760:2 0:11 333760:3 0:25
U	NC_001526.4_2408_2806_6:0:0_4:1:0_25	0	150	0:116
U	NC_001526.4_2408_2806_6:0:0_4:1:0_25	0	150	0:116
U	NC_001526.4_250_749_4:0:0_4:0:0_26	0	150	0:116
C	NC_001526.4_250_749_4:0:0_4:0:0_26	333760	150	0:2 333760:5 0:19 333760:5 0:85
U	NC_001526.4_3112_3647_1:0:0_2:0:0_27	0	150	0:14 333760:1 0:101
C	NC_001526.4_3112_3647_1:0:0_2:0:0_27	333760	150	0:46 333760:1 0:12 333760:3 0:39 333760:5 0:10
C	NC_001526.4_5102_5593_3:1:1_1:0:0_28	333760	150	0:13 333760:5 0:20 333760:2 0:72 333760:4
U	NC_001526.4_5102_5593_3:1:1_1:0:0_28	0	150	0:111 333760:5
C	NC_001526.4_4251_4735_6:0:1_1:0:0_29	333760	150	0:61 333760:3 0:14 333760:5 0:33
C	NC_001526.4_4251_4735_6:0:1_1:0:0_29	333760	150	0:18 333760:4 0:39 333760:4 0:51
U	NC_001526.4_5177_5675_4:0:0_1:0:0_2a	0	150	0:116
C	NC_001526.4_5177_5675_4:0:0_1:0:0_2a	333760	150	0:1 333760:3 0:7 333760:5 0:20 333760:1 0:6 333760:5 0:15 333760:2 0:5 333760:3 0:22 333760:5 0:16
U	NC_001526.4_1157_1692_4:0:0_4:0:2_2b	0	150	0:116
U	NC_001526.4_1157_1692_4:0:0_4:0:2_2b	0	150	0:39 333760:2 0:75
C	NC_001526.4_1025_1497_2:0:0_2:0:0_2c	333760	150	0:1 333760:2 0:29 333760:3 0:62 333760:5 0:14
U	NC_001526.4_1025_1497_2:0:0_2:0:0_2c	0	150	0:116
C	NC_001526.4_3999_4479_2:0:0_4:0:1_2d	333760	150	0:8 333760:1 0:2 333760:5 0:17 333760:2 0:81
U	NC_001526.4_3999_4479_2:0:0_4:0:1_2d	0	150	0:107 333760:1 0:8
C	NC_001526.4_4721_5215_2:0:0_0:1:1_2e	333760	150	0:52 333760:5 0:15 333760:2 0:35 333760:5 0:2
U	NC_001526.4_4721_5215_2:0:0_0:1:1_2e	0	150	0:116
U	NC_001526.4_3875_4327_3:0:0_5:0:0_2f	0	150	0:82 333760:1 0:33
C	NC_001526.4_3875_4327_3:0:0_5:0:0_2f	333760	150	0:15 333760:5 0:47 333760:2 0:47
U	NC_001526.4_6598_7075_2:0:0_3:0:0_30	0	150	0:57 333760:5 0:54
U	NC_001526.4_6598_7075_2:0:0_3:0:0_30	0	150	0:87 333760:2 0:27
U	NC_001526.4_6491_7024_0:1:0_6:0:0_31	0	150	0:83 333760:4 0:29
U	NC_001526.4_6491_7024_0:1:0_6:0:0_31	0	150	0:116
U	NC_001526.4_4867_5339_0:0:0_4:0:0_32	0	150	0:116
C	NC_001526.4_4867_5339_0:0:0_4:0:0_32	333760	150	0:32 333760:1 0:31 333760:4 0:37 333760:1 0:10
C	NC_001526.4_3801_4288_3:0:0_4:0:0_33	333760	150	0:17 333760:3 0:66 333760:5 0:25
C	NC_001526.4_3801_4288_3:0:0_4:0:0_33	333760	150	0:3 333760:1 0:46 333760:1 0:10 333760:5 0:23 333760:5 0:22
C	NC_001526.4_4415_4907_1:0:0_2:0:0_34	333760	150	0:35 333760:2 0:2 333760:5 0:72
C	NC_001526.4_4415_4907_1:0:0_2:0:0_34	333760	150	0:15 333760:5 0:2 333760:1 0:29 333760:5 0:12 333760:1 0:9 333760:5 0:2 333760:4 0:26
C	NC_001526.4_1852_2412_0:0:0_2:0:0_35	333760	150	0:20 333760:5 0:24 333760:4 0:36 333760:1 0:26
C	NC_001526.4_1852_2412_0:0:0_2:0:0_35	333760	150	0:37 333760:3 0:4 333760:2 0:59 333760:1 0:10
C	NC_001526.4_4842_5334_3:0:0_0:0:0_36	333760	150	0:57 333760:1 0:31 333760:4 0:23
C	NC_001526.4_4842_5334_3:0:0_0:0:0_36	333760	150	0:82 333760:5 0:8 333760:5 0:16
C	NC_001526.4_6656_7224_3:0:0_4:1:0_37	333760	150	333760:4 0:69 333760:1 0:42
C	NC_001526.4_6656_7224_3:0:0_4:1:0_37	333760	150	0:12 333760:9 0:95
U	NC_001526.4_3632_4118_3:0:0_4:0:0_38	0	150	0:39 333760:1 0:76
U	NC_001526.4_3632_4118_3:0:0_4:0:0_38	0	150	0:116
U	NC_001526.4_1169_1703_2:0:0_2:0:2_39	0	150	0:27 333760:2 0:87
